mouse2;mouse;applicaiton;day;group;kb1;yl2;kb18;yl27;yl31;yl32;yl44;yl45;i46;i48;i49;yl58;universal
E;1690;FALSE;79;Ciprofloxacin;246489556.1;306198.21;21871.3;45973473543;9813652511;6034291794;1.85819E+11;16773100314;3383490179;3.76186E+11;2377410359;14139795740;6.86321E+13
A;1691;FALSE;79;Tetracyclin;150711577.6;244123.81;17437.41;31491971429;11318626054;4538959116;1.72282E+11;11442431701;4460490748;3.57641E+11;1248693286;15268200544;6.28096E+13
B;1692;FALSE;79;Tetracyclin;86536251.61;159178.49;11369.89;40533666667;15713191398;4492244516;1.70094E+11;13905378495;4676436774;3.46213E+11;4364901720;18351006452;6.33985E+13
C;1693;FALSE;79;Tetracyclin;355578547.3;150168.92;10726.35;48633277027;21624324324;3895810811;2.13347E+11;18856925676;7749788851;4.57372E+11;933299831.1;32779729730;6.50231E+13
D;1694;FALSE;79;Tetracyclin;98900232.56;141286.05;10091.86;30537969767;13593736047;4326380581;1.71057E+11;12826754651;5448595465;3.04774E+11;3297010814;22091082558;6.25998E+13
E;1695;FALSE;79;Tetracyclin;129048562.9;199986.7;14284.76;41311539058;26012556233;5026808643;1.93273E+11;17698823269;4919672909;2.90266E+11;714381074.8;19384425485;7.12953E+13
A;1696;FALSE;79;Vancomycin;488812.07;147550;10539.29;115089;15461132143;5173735357;1.9034E+11;12668221429;2903573214;2.76129E+11;4266302857;13996171429;6.04744E+13
B;1697;FALSE;79;Vancomycin;237362.93;125636.33;8974.02;233504.1;8535194007;1898006027;1.78493E+11;12913620204;6164256927;2.58452E+11;8105338268;38346003565;4.93571E+13
C;1698;FALSE;79;Vancomycin;346043.26;193784.22;13841.73;110733.84;14340032570;8385320204;2.20499E+11;25330366412;1918463817;3.39538E+11;1796656590;9303026921;6.79767E+13
D;1699;FALSE;79;Vancomycin;311450.32;128926.8;9209.06;330236.79;5788813420;2967158262;1.68894E+11;12211209982;1336234214;2.00113E+11;2227670961;5584372348;4.02896E+13
E;1700;FALSE;79;Vancomycin;314134.62;175915.38;12565.38;100523.08;12804126923;3094854231;2.06072E+11;12555332308;961503230.8;2.33591E+11;220899461.5;4666783846;3.97192E+13
